age,income,transaction_amount,credit_score,account_balance,years_customer,education,employment_status,region,account_type,target
25.0,,1532.14,630.0,99613.36,4.0,High School,,West,Standard,0
38.0,18720.0,460.69,708.0,86156.72,2.0,,Retired,South,Basic,0
41.0,11295.0,507.83,554.0,95633.73,5.0,Master,Employed,,Premium,0
23.0,25081.0,1543.11,,83325.63,2.0,Bachelor,,East,Standard,0
76.0,,131.06,678.0,10106.94,5.0,Bachelor,Student,Central,Basic,0
,29916.0,19845.5,489.0,41875.52,2.0,Bachelor,Unemployed,West,Basic,0
,22656.0,456.75,658.0,90793.48,4.0,Master,,East,Basic,0
41.0,102758.0,354.48,835.0,9087.94,,Master,Unemployed,East,VIP,1
36.0,10000.0,324.71,,30524.57,1.0,Bachelor,Employed,South,VIP,0
25.0,97684.0,31.94,648.0,46709.87,7.0,Bachelor,Employed,North,Basic,0
41.0,23495.0,302.97,697.0,44991.45,5.0,High School,Employed,South,Premium,0
43.0,34115.0,169.53,561.0,94390.13,2.0,Bachelor,Employed,East,Standard,0
21.0,23815.0,160.49,547.0,39511.86,2.0,High School,Student,West,Premium,0
45.0,124780.0,125.76,634.0,23896.12,9.0,Bachelor,Employed,North,Basic,1
37.0,13564.0,,610.0,44493.45,4.0,,Self-Employed,North,Basic,0
18.0,36658.0,217.81,,39599.37,7.0,Bachelor,,Central,Basic,0
27.0,,184.65,700.0,62330.27,3.0,PhD,Self-Employed,East,Basic,1
33.0,10008.0,1925.76,697.0,99414.72,5.0,Bachelor,Employed,South,Basic,0
68.0,17397.0,1349.53,731.0,55141.72,3.0,High School,,Central,Basic,1
48.0,32255.0,427.26,690.0,46222.68,7.0,Master,Employed,West,Standard,0
19.0,17866.0,1983.1,740.0,59385.21,1.0,Bachelor,,West,VIP,0
,18911.0,10791.61,732.0,97979.91,8.0,Master,Employed,East,Basic,0
18.0,27449.0,219.98,634.0,62479.99,8.0,Bachelor,Employed,North,Basic,0
56.0,61063.0,294.56,486.0,12293.46,3.0,PhD,Unemployed,Central,Basic,0
32.0,27607.0,1597.85,552.0,91268.8,,,Employed,West,Standard,0
38.0,,469.05,697.0,59082.18,8.0,High School,Employed,South,Basic,0
59.0,,119.72,663.0,15810.54,6.0,,,East,Basic,0
20.0,13339.0,584.59,,23049.19,4.0,Bachelor,Unemployed,South,Standard,1
19.0,169579.0,115.18,523.0,12053.54,6.0,Bachelor,,North,Basic,0
31.0,21453.0,207.27,721.0,96076.03,2.0,High School,Employed,South,Standard,0
55.0,12724.0,129.1,648.0,7084.99,1.0,Bachelor,Employed,Central,Premium,0
,10000.0,140.51,585.0,76442.76,7.0,Bachelor,Unemployed,East,VIP,0
18.0,85826.0,2.33,791.0,33765.85,5.0,Bachelor,Employed,West,Premium,0
33.0,27638.0,1063.09,562.0,8111.26,2.0,Master,Employed,Central,Premium,1
48.0,29644.0,175.48,677.0,43384.72,4.0,Bachelor,Employed,East,VIP,0
58.0,31972.0,45.17,749.0,26.98,5.0,High School,,West,Standard,0
33.0,81662.0,45.5,583.0,81727.26,10.0,Bachelor,Employed,,Standard,0
33.0,31456.0,405.99,503.0,54191.47,4.0,Other,Retired,West,Premium,0
57.0,236864.0,2475.28,699.0,45174.66,3.0,Bachelor,Employed,North,Standard,0
18.0,40417.0,78.34,,82922.75,5.0,Bachelor,,West,Standard,0
,84916.0,52.47,609.0,51932.03,4.0,High School,Employed,West,Basic,0
42.0,69160.0,288.4,523.0,59529.82,8.0,Bachelor,Employed,East,Standard,0
46.0,,414.29,,81481.74,9.0,Other,,East,Basic,0
32.0,22706.0,174.34,626.0,72057.07,4.0,Bachelor,Employed,Central,Standard,0
40.0,47361.0,180.14,,65903.92,5.0,High School,Employed,Central,VIP,0
18.0,54615.0,276.24,696.0,70414.1,4.0,Master,Employed,East,Premium,0
30.0,,188.54,592.0,26296.97,5.0,Master,Self-Employed,Central,Premium,0
46.0,41484.0,1234.51,698.0,,4.0,Master,Student,East,Premium,0
25.0,97632.0,21.43,834.0,62266.72,9.0,High School,,West,Premium,1
40.0,190224.0,133.66,,22401.65,6.0,Bachelor,Employed,North,Standard,1
46.0,71933.0,826.57,656.0,4762.02,5.0,Bachelor,Retired,South,Basic,0
34.0,161168.0,897.76,659.0,25432.21,6.0,Master,Self-Employed,Central,Basic,1
42.0,21949.0,59.14,641.0,72026.96,5.0,Master,,North,Standard,0
,63672.0,1820.3,556.0,70842.16,3.0,Master,Employed,West,Standard,0
36.0,105959.0,591.03,674.0,90325.96,8.0,Bachelor,Unemployed,West,Premium,0
49.0,17728.0,,604.0,67522.75,5.0,Bachelor,Unemployed,Central,Standard,0
42.0,24625.0,304.44,,43972.68,4.0,,Retired,South,Premium,0
31.0,145848.0,176.3,591.0,26049.94,8.0,,Self-Employed,North,Basic,1
43.0,16645.0,81.27,686.0,75840.03,4.0,,Employed,East,VIP,0
50.0,12420.0,172.08,587.0,41197.09,4.0,High School,Employed,Central,Premium,0
18.0,123301.0,433.86,680.0,81548.86,5.0,Master,Employed,Central,Standard,1
57.0,94599.0,874.26,,85162.53,3.0,Bachelor,Employed,South,Basic,0
34.0,51312.0,225.91,655.0,35156.76,3.0,Master,Retired,West,Standard,0
46.0,35011.0,213.78,537.0,34382.44,6.0,Bachelor,Retired,North,Premium,0
57.0,25570.0,315.56,601.0,91363.33,4.0,PhD,Employed,Central,Standard,0
19.0,45504.0,6293.54,643.0,39725.96,3.0,High School,Employed,North,Standard,0
29.0,128520.0,696.39,544.0,70680.53,4.0,High School,Employed,Central,Basic,0
35.0,,197.86,675.0,37781.7,4.0,PhD,Student,Central,Premium,1
28.0,205575.0,441.37,764.0,73128.11,8.0,Master,Employed,North,Basic,1
66.0,,246.62,,17359.97,3.0,Bachelor,,North,Standard,0
27.0,35748.0,630.09,551.0,83588.55,2.0,,,East,Standard,0
31.0,26945.0,89.97,844.0,98315.95,4.0,Master,Student,East,Basic,0
43.0,15243.0,148.48,608.0,,3.0,Bachelor,Employed,North,Standard,1
21.0,32129.0,277.62,,35912.46,5.0,Master,Employed,North,Standard,0
34.0,50709.0,1100.98,,55520.39,7.0,Bachelor,,West,Premium,1
44.0,55236.0,425.87,666.0,66960.02,4.0,Other,Employed,West,Standard,1
35.0,206150.0,1681.89,760.0,19287.24,6.0,Bachelor,Employed,North,Premium,1
,52658.0,54.5,564.0,28290.22,5.0,High School,Employed,West,Standard,0
32.0,91136.0,308.26,612.0,80177.08,2.0,Bachelor,Student,Central,Standard,1
18.0,38287.0,271.57,663.0,94528.51,7.0,Bachelor,Employed,East,Basic,0
44.0,139029.0,458.4,511.0,27228.32,8.0,Bachelor,,South,Premium,1
66.0,247399.0,,,14758.32,3.0,Other,Self-Employed,Central,,1
40.0,55540.0,920.84,592.0,98162.18,4.0,Other,,South,Basic,1
43.0,16413.0,554.63,653.0,31996.86,3.0,Bachelor,,East,Basic,0
50.0,23410.0,512.96,561.0,77847.5,4.0,High School,Unemployed,Central,Standard,1
20.0,45503.0,1488.25,558.0,37901.12,12.0,Bachelor,,North,Standard,0
65.0,,242.0,648.0,94907.81,3.0,Bachelor,Unemployed,East,Standard,0
43.0,63496.0,894.23,774.0,59953.63,7.0,PhD,Retired,Central,Standard,0
64.0,52478.0,1272.35,573.0,41511.42,4.0,High School,Employed,North,VIP,0
,36518.0,338.18,723.0,17833.31,2.0,,Unemployed,East,Standard,0
67.0,21830.0,,754.0,25558.1,2.0,Bachelor,,East,Standard,0
51.0,50056.0,236.62,728.0,85696.94,5.0,High School,,North,Standard,1
48.0,,86.51,636.0,5694.64,6.0,Master,Employed,Central,Basic,1
43.0,82120.0,441.55,668.0,15684.29,4.0,Master,Self-Employed,North,Basic,0
36.0,55701.0,109.37,772.0,19262.91,8.0,Bachelor,Employed,North,Premium,1
58.0,82756.0,305.87,725.0,7067.97,5.0,Bachelor,Employed,North,Basic,1
42.0,26988.0,1031.31,651.0,68563.99,3.0,High School,Self-Employed,,Premium,0
18.0,24182.0,6531.44,556.0,98127.19,3.0,Other,Self-Employed,South,Standard,0
23.0,19965.0,15.45,796.0,13919.98,6.0,High School,Employed,Central,Standard,1
37.0,,466.31,659.0,79893.26,2.0,Bachelor,Self-Employed,South,Basic,0
44.0,25910.0,201.03,606.0,17650.54,6.0,Bachelor,,West,Standard,0
39.0,95475.0,270.59,692.0,,7.0,Bachelor,Employed,East,Standard,0
58.0,24828.0,260.19,481.0,50705.12,7.0,Master,Employed,West,Basic,0
18.0,19107.0,45.3,705.0,84751.61,3.0,High School,Retired,West,Premium,0
42.0,171795.0,1.79,698.0,17055.59,6.0,Master,Employed,North,Basic,0
18.0,25308.0,17471.03,678.0,88525.67,1.0,High School,Employed,South,Standard,0
51.0,41061.0,122.82,725.0,8163.92,7.0,Bachelor,Unemployed,North,Standard,1
38.0,52107.0,277.63,672.0,2289.22,4.0,,,Central,VIP,0
46.0,14627.0,1786.45,697.0,70896.05,6.0,Master,Employed,South,VIP,1
27.0,97576.0,876.55,704.0,10652.11,7.0,Bachelor,Unemployed,Central,Standard,1
59.0,60457.0,57.11,733.0,86580.2,6.0,,Employed,East,Premium,1
55.0,126336.0,355.17,623.0,62127.42,7.0,Master,Employed,South,Premium,0
48.0,21091.0,654.81,685.0,33098.16,4.0,High School,Self-Employed,South,Basic,0
38.0,,599.31,613.0,27727.48,2.0,,Employed,West,VIP,1
48.0,37477.0,715.32,675.0,8192.8,6.0,Bachelor,,Central,Standard,1
29.0,44851.0,305.74,648.0,68671.69,7.0,Bachelor,,South,Standard,1
52.0,11342.0,,,91702.76,4.0,Bachelor,Employed,West,Premium,0
64.0,,312.63,695.0,75677.2,7.0,PhD,Employed,North,VIP,1
56.0,11600.0,521.9,507.0,61939.44,3.0,Bachelor,Self-Employed,South,VIP,0
29.0,48371.0,469.0,562.0,11870.82,4.0,Bachelor,,West,Standard,0
45.0,10000.0,36.57,707.0,82762.93,6.0,Bachelor,Student,North,Premium,0
20.0,10000.0,33.58,596.0,96538.39,6.0,Bachelor,Employed,East,Standard,0
48.0,,1679.9,692.0,26281.73,4.0,Bachelor,,West,Standard,0
46.0,23447.0,82.32,833.0,42036.33,5.0,Bachelor,Employed,Central,Standard,1
18.0,16476.0,174.4,482.0,1405.11,7.0,PhD,Self-Employed,North,Standard,0
22.0,100375.0,729.72,673.0,83190.47,6.0,High School,,North,Basic,1
35.0,47197.0,263.54,,2074.56,4.0,PhD,Unemployed,West,Standard,1
35.0,72960.0,100.12,,,2.0,Bachelor,,West,VIP,1
21.0,31793.0,314.83,650.0,57646.95,6.0,,Employed,Central,VIP,1
45.0,309806.0,420.77,,5554.19,3.0,Bachelor,Self-Employed,North,Basic,0
43.0,22390.0,301.44,,17566.79,5.0,High School,Employed,East,Basic,0
37.0,146619.0,1256.32,484.0,79083.4,5.0,,Self-Employed,South,Standard,1
28.0,34575.0,167.53,611.0,25253.37,6.0,,,Central,VIP,0
55.0,10000.0,,654.0,72472.22,3.0,Bachelor,,North,Basic,0
64.0,,59.56,662.0,74918.72,13.0,Master,Employed,Central,Premium,1
32.0,46714.0,,724.0,40731.84,6.0,Master,,West,Basic,0
30.0,15661.0,675.45,719.0,6375.11,4.0,Bachelor,Employed,South,Basic,1
47.0,17365.0,127.33,667.0,1080.66,4.0,High School,,South,Basic,0
34.0,35605.0,445.52,676.0,49251.36,4.0,High School,Employed,Central,VIP,0
37.0,48040.0,83.29,645.0,7145.43,6.0,Bachelor,Retired,East,Premium,0
51.0,10000.0,54.18,589.0,72647.25,3.0,High School,Employed,East,Standard,0
18.0,84330.0,370.36,724.0,38082.39,5.0,High School,Employed,Central,Standard,0
59.0,24450.0,561.98,637.0,68328.98,8.0,High School,,South,Standard,0
41.0,12513.0,60.16,671.0,40816.17,4.0,Bachelor,Unemployed,West,Basic,1
,77099.0,1249.16,,62833.6,7.0,High School,Employed,West,Basic,0
38.0,,127.94,722.0,83301.79,10.0,Master,Unemployed,West,Basic,1
39.0,96079.0,63.9,633.0,88445.3,4.0,High School,Employed,West,VIP,0
18.0,,113.26,,1688.28,4.0,High School,Employed,North,Standard,1
62.0,36271.0,92.91,738.0,64550.57,4.0,Master,Employed,North,Premium,0
40.0,32138.0,,416.0,56413.46,2.0,High School,Employed,South,Premium,0
46.0,53432.0,799.35,,63703.82,10.0,Master,Employed,North,Basic,0
54.0,26086.0,342.13,499.0,5809.49,5.0,High School,,West,Standard,0
24.0,18360.0,245.94,610.0,6989.62,6.0,High School,Employed,North,Standard,0
47.0,59155.0,1504.19,609.0,49698.01,7.0,Bachelor,,South,Basic,0
35.0,32351.0,,661.0,5711.49,3.0,Bachelor,,South,Basic,0
52.0,37303.0,91.34,,77641.08,4.0,Bachelor,,South,Basic,0
18.0,86812.0,160.13,,77247.68,7.0,Other,Employed,North,Premium,0
38.0,33153.0,136.54,701.0,11732.41,8.0,Bachelor,Self-Employed,East,VIP,0
30.0,,345.32,717.0,45505.79,2.0,High School,,Central,Premium,0
46.0,22477.0,172.31,537.0,59498.09,4.0,High School,,South,Premium,0
47.0,51256.0,362.9,639.0,85944.57,4.0,Master,Unemployed,East,Standard,0
29.0,48043.0,,,98843.0,2.0,Bachelor,Unemployed,Central,Standard,0
29.0,74654.0,750.96,656.0,1722.14,4.0,Bachelor,Self-Employed,Central,VIP,0
38.0,22849.0,,603.0,47633.91,8.0,Bachelor,Employed,North,Basic,0
26.0,25178.0,115.08,589.0,80328.48,5.0,High School,,South,Standard,0
52.0,68439.0,61.59,798.0,79586.51,7.0,Other,,East,Basic,1
34.0,44434.0,390.93,687.0,54183.38,6.0,Bachelor,Retired,Central,Premium,0
,17588.0,110.89,,18225.76,9.0,High School,Student,South,Basic,0
34.0,103284.0,44.38,549.0,55909.63,6.0,Master,Employed,,Standard,1
24.0,10000.0,374.43,482.0,39155.43,8.0,Bachelor,,East,Premium,0
18.0,,197.85,538.0,40911.66,3.0,High School,,North,Basic,0
21.0,13198.0,705.6,555.0,32866.84,4.0,Bachelor,Employed,West,VIP,0
,164165.0,188.58,747.0,14448.69,6.0,Master,,North,Standard,1
59.0,10554.0,1924.93,692.0,73823.9,9.0,Bachelor,Unemployed,East,Standard,0
44.0,91290.0,710.49,581.0,70848.81,3.0,Bachelor,Student,West,VIP,0
,34019.0,29.71,586.0,54283.22,3.0,Master,Retired,West,Standard,0
46.0,,355.53,601.0,35479.57,,Bachelor,Employed,Central,Standard,0
33.0,42121.0,413.48,578.0,82268.5,4.0,PhD,,East,Standard,0
29.0,,594.22,627.0,15990.05,8.0,High School,Student,North,Premium,0
22.0,17614.0,344.38,583.0,43457.01,3.0,Bachelor,,East,Basic,1
18.0,18908.0,,630.0,65351.17,3.0,Master,Self-Employed,South,Premium,1
34.0,61064.0,229.38,544.0,82149.82,4.0,Bachelor,Employed,North,Standard,0
42.0,10000.0,158.36,644.0,64961.03,6.0,Bachelor,Student,East,Standard,1
38.0,22756.0,1461.24,667.0,11770.42,5.0,,,West,Standard,0
33.0,413556.0,,567.0,,5.0,,Employed,North,Standard,0
25.0,16740.0,32.76,593.0,5043.23,4.0,Bachelor,Employed,South,Standard,0
49.0,90966.0,91.53,634.0,55997.67,13.0,,Self-Employed,West,Standard,1
,22725.0,973.42,719.0,24293.94,4.0,High School,Unemployed,Central,Standard,0
51.0,54569.0,441.71,741.0,15953.03,2.0,Bachelor,Unemployed,North,Basic,0
24.0,61296.0,754.3,,8497.27,7.0,Master,Self-Employed,South,Basic,1
28.0,89604.0,827.17,672.0,64178.73,7.0,Bachelor,,South,Basic,0
,30939.0,866.47,,75341.4,2.0,Bachelor,Employed,South,Standard,0
32.0,,399.94,747.0,85776.52,5.0,Bachelor,Self-Employed,East,Premium,1
54.0,,97.47,783.0,59541.28,9.0,Master,Employed,South,Standard,0
47.0,43799.0,80.22,714.0,35423.61,2.0,,Employed,South,Premium,1
,44188.0,426.64,684.0,47041.41,6.0,High School,,North,Basic,1
47.0,14800.0,228.26,685.0,63615.06,1.0,Other,Employed,West,Basic,0
23.0,28891.0,408.28,660.0,71300.25,2.0,Bachelor,Self-Employed,North,VIP,0
35.0,41324.0,345.05,589.0,64484.12,6.0,Master,Self-Employed,Central,Standard,0
28.0,25701.0,460.9,607.0,96190.42,2.0,Bachelor,Employed,East,Basic,1
59.0,255950.0,16.32,670.0,75020.88,10.0,Master,Retired,West,Premium,0
22.0,18566.0,16.69,,75062.11,3.0,Other,,Central,Premium,0
53.0,93296.0,639.34,541.0,81980.55,3.0,PhD,Employed,West,Basic,0
53.0,,107.29,,46037.84,3.0,High School,Retired,South,Standard,0
67.0,35914.0,528.06,521.0,26394.65,1.0,Master,Employed,East,Basic,1
33.0,18175.0,395.46,802.0,81623.9,4.0,High School,Unemployed,North,Premium,1
50.0,19641.0,2003.01,604.0,,6.0,Other,,Central,Premium,1
74.0,23995.0,902.14,647.0,60717.6,4.0,Master,,North,Standard,0
30.0,10000.0,266.48,745.0,42959.14,7.0,Master,Unemployed,South,Standard,0
18.0,16272.0,479.09,847.0,39605.84,7.0,,,South,Standard,0
18.0,,62.38,634.0,67126.05,4.0,Master,Retired,West,VIP,0
50.0,106585.0,244.19,586.0,66534.38,3.0,Bachelor,Retired,,Standard,0
18.0,59561.0,661.92,,30902.42,6.0,Bachelor,,West,Standard,1
34.0,,487.32,646.0,18898.49,3.0,Bachelor,Employed,East,Premium,0
46.0,58166.0,331.28,638.0,13132.44,6.0,Master,Self-Employed,South,VIP,1
42.0,41505.0,97.11,665.0,11377.86,5.0,,Retired,North,Standard,0
46.0,116838.0,812.65,,81769.98,3.0,Bachelor,,North,Standard,0
43.0,22278.0,159.53,811.0,28614.96,5.0,High School,Employed,North,Basic,0
59.0,39550.0,858.73,542.0,67854.19,3.0,,Employed,Central,Basic,0
25.0,66015.0,472.87,,28742.45,5.0,Master,Unemployed,West,VIP,1
29.0,12619.0,233.19,632.0,66675.65,2.0,High School,Self-Employed,South,Premium,0
28.0,432471.0,20.73,721.0,98414.09,4.0,Other,,North,Premium,1
52.0,37154.0,132.26,662.0,6595.68,9.0,Bachelor,Employed,South,Basic,0
53.0,40684.0,1099.43,651.0,65375.6,4.0,Master,,West,Standard,1
46.0,,851.8,,28258.27,5.0,High School,Employed,Central,Standard,1
57.0,75505.0,427.66,586.0,8289.34,5.0,High School,Employed,South,VIP,1
22.0,37438.0,,,7897.6,2.0,PhD,Self-Employed,South,Standard,0
65.0,40299.0,520.85,695.0,37166.41,7.0,Other,Employed,East,Premium,1
62.0,10901.0,,680.0,54061.12,2.0,High School,Employed,West,VIP,0
,,516.84,625.0,,7.0,Bachelor,Self-Employed,Central,Standard,0
66.0,54927.0,183.65,539.0,56752.76,4.0,Master,,Central,Premium,0
18.0,51798.0,911.62,704.0,89795.53,6.0,Bachelor,Employed,Central,Basic,1
32.0,96464.0,605.19,709.0,15353.41,4.0,Bachelor,,South,Premium,0
28.0,32978.0,,697.0,82900.66,4.0,Bachelor,Employed,Central,Standard,0
50.0,,887.94,657.0,52822.73,,High School,,Central,,1
,,334.07,632.0,86056.37,2.0,,Employed,West,Premium,1
51.0,114562.0,95.97,748.0,42666.33,5.0,Bachelor,Employed,East,Standard,0
60.0,74503.0,40.45,,48180.02,4.0,Master,Employed,West,Standard,0
50.0,31859.0,601.33,672.0,42231.74,6.0,High School,Unemployed,West,Basic,0
44.0,83743.0,1001.69,532.0,9646.59,7.0,Master,Retired,West,Standard,0
25.0,500000.0,823.68,503.0,14500.59,2.0,High School,Retired,Central,Basic,0
27.0,,533.05,835.0,51752.96,5.0,Bachelor,Employed,North,Basic,1
58.0,12715.0,76.21,716.0,53320.9,3.0,Bachelor,Employed,South,Standard,0
51.0,22719.0,49.38,753.0,46779.82,0.0,High School,,West,Basic,0
39.0,59896.0,211.58,520.0,1284.5,6.0,High School,Student,North,Premium,1
33.0,10058.0,965.2,729.0,50557.74,4.0,High School,,North,,0
18.0,41586.0,1631.63,627.0,13372.47,2.0,Master,Employed,North,Basic,0
23.0,,138.11,658.0,56637.34,5.0,Bachelor,Employed,North,Premium,0
68.0,124007.0,717.94,693.0,28827.35,6.0,Master,Employed,South,Premium,1
20.0,103585.0,426.5,664.0,99149.83,4.0,Bachelor,,Central,Basic,0
42.0,72523.0,16.16,663.0,35924.85,5.0,Bachelor,Employed,Central,Basic,0
55.0,10000.0,391.44,579.0,82080.69,5.0,PhD,Employed,East,Basic,0
21.0,75874.0,819.79,698.0,24559.46,5.0,Bachelor,Employed,North,Basic,0
42.0,,161.57,578.0,18948.49,2.0,High School,Employed,North,Basic,0
54.0,,1138.27,583.0,22108.79,9.0,Bachelor,,Central,Standard,0
40.0,10000.0,134.76,658.0,33311.7,5.0,Bachelor,Employed,Central,Premium,1
80.0,19508.0,39.78,549.0,84886.69,5.0,PhD,Self-Employed,West,VIP,0
,14278.0,,744.0,76396.02,3.0,Master,Self-Employed,West,Premium,1
55.0,10000.0,907.01,744.0,,5.0,Bachelor,Employed,Central,Basic,0
37.0,,270.05,615.0,18808.92,6.0,Master,,North,Premium,0
51.0,19182.0,797.14,629.0,4870.7,8.0,Bachelor,,East,Standard,0
46.0,296631.0,378.82,652.0,61854.17,4.0,Master,,Central,Standard,0
29.0,31728.0,18460.66,,70675.22,4.0,High School,Retired,North,Standard,0
43.0,102232.0,822.31,532.0,60613.88,3.0,Other,Student,South,Basic,0
18.0,10349.0,275.38,,50125.42,9.0,High School,Retired,South,VIP,1
49.0,,809.83,681.0,97286.26,6.0,High School,Self-Employed,Central,Basic,0
44.0,39242.0,53.05,621.0,2466.36,7.0,High School,Employed,North,Standard,0
49.0,17561.0,505.73,615.0,98840.82,1.0,Bachelor,Employed,Central,Basic,0
55.0,25906.0,606.32,706.0,27631.46,4.0,Master,Student,,Basic,0
45.0,,1146.8,,38314.48,12.0,Bachelor,Employed,South,Standard,0
42.0,,127.01,800.0,75253.39,4.0,PhD,Employed,West,Basic,1
26.0,,463.45,723.0,22711.49,2.0,Master,Employed,East,Basic,1
29.0,49147.0,283.92,,70984.96,6.0,High School,Student,West,Standard,0
57.0,53295.0,241.26,680.0,,6.0,Master,Employed,North,Standard,0
61.0,55922.0,56.42,760.0,94055.82,2.0,Bachelor,Employed,North,Basic,1
36.0,59284.0,72.07,566.0,17170.73,8.0,Bachelor,Self-Employed,Central,Basic,0
40.0,33985.0,906.97,,93178.39,5.0,PhD,,West,Basic,0
26.0,28096.0,692.65,,79107.34,6.0,High School,Unemployed,North,Premium,0
57.0,41500.0,240.91,704.0,17023.63,5.0,Bachelor,Employed,South,Premium,0
49.0,,881.55,720.0,38763.01,5.0,High School,Unemployed,,Basic,0
69.0,89410.0,42.11,663.0,10429.64,8.0,,Employed,East,Standard,0
26.0,29961.0,490.11,737.0,59972.06,3.0,Master,,West,Premium,0
34.0,67122.0,1013.14,,96052.78,5.0,Bachelor,,South,VIP,0
43.0,31080.0,912.75,648.0,7923.09,4.0,Master,Employed,East,Basic,1
49.0,37312.0,233.23,,25811.35,8.0,,Employed,North,Premium,1
,24864.0,683.7,594.0,75535.68,4.0,High School,Employed,North,Basic,0
,31403.0,278.84,665.0,45831.56,6.0,Master,Student,West,VIP,1
53.0,106198.0,916.72,717.0,33895.57,7.0,Master,Unemployed,South,Standard,0
50.0,39102.0,378.32,547.0,60119.06,4.0,Bachelor,Retired,Central,Standard,0
26.0,40466.0,723.78,681.0,29397.11,6.0,High School,Employed,East,Basic,0
60.0,11409.0,40.92,743.0,32885.73,4.0,Bachelor,Student,South,Standard,0
57.0,,445.83,755.0,80611.15,5.0,Master,Employed,East,Basic,0
42.0,29939.0,399.57,640.0,39158.39,5.0,Bachelor,,Central,Basic,0
41.0,18707.0,470.77,565.0,70055.73,5.0,High School,Unemployed,East,Basic,0
48.0,36950.0,594.77,703.0,15076.27,11.0,Bachelor,Unemployed,East,Premium,1
27.0,25761.0,1251.18,685.0,39882.11,3.0,Bachelor,,North,Standard,0
40.0,38715.0,6602.46,649.0,55192.07,6.0,Master,,Central,Standard,0
18.0,40022.0,124.0,627.0,26729.72,8.0,Master,Employed,East,Basic,0
53.0,16905.0,874.05,,42160.15,6.0,Bachelor,Employed,West,Basic,1
18.0,,65.1,683.0,75982.38,9.0,High School,Employed,North,Premium,0
,,,617.0,16150.47,,Master,Employed,West,Standard,0
,93661.0,1071.74,632.0,50075.12,7.0,Bachelor,Retired,South,Basic,1
36.0,44594.0,53.3,538.0,26178.19,4.0,Bachelor,Employed,West,Standard,0
30.0,21385.0,947.54,674.0,41023.83,3.0,High School,Retired,North,VIP,0
35.0,49971.0,801.28,683.0,37538.76,8.0,Bachelor,Employed,Central,Standard,1
61.0,142349.0,350.36,,65534.04,5.0,Bachelor,,West,Basic,0
18.0,75611.0,184.73,,76716.79,5.0,Bachelor,,North,Basic,0
59.0,56275.0,259.97,608.0,49973.77,2.0,Bachelor,Employed,South,Standard,0
45.0,64891.0,1731.4,741.0,16658.54,8.0,Bachelor,Employed,West,Standard,1
21.0,114916.0,112.63,548.0,86862.47,1.0,,,East,Standard,0
23.0,,433.28,739.0,18620.2,6.0,Bachelor,Employed,West,Premium,1
65.0,57148.0,43.46,751.0,57845.06,2.0,Master,,Central,Standard,0
,85383.0,122.88,455.0,52730.21,5.0,Bachelor,Employed,North,Standard,0
22.0,15285.0,720.52,701.0,,2.0,Other,Employed,West,Premium,0
57.0,10918.0,180.2,690.0,95294.67,8.0,Bachelor,,East,VIP,1
45.0,41178.0,2126.06,528.0,67666.45,5.0,,Retired,Central,Standard,0
25.0,38366.0,347.39,624.0,46998.11,,High School,Employed,East,Premium,1
43.0,23502.0,363.39,615.0,44348.64,5.0,Bachelor,Retired,South,Basic,0
24.0,70310.0,18.5,574.0,9245.49,5.0,High School,,East,Basic,0
56.0,10000.0,1567.8,,78068.09,7.0,Bachelor,Employed,North,Standard,0
,23675.0,95.72,718.0,8364.35,9.0,Bachelor,Employed,Central,Premium,0
47.0,,386.46,656.0,20072.08,4.0,Master,Employed,South,Basic,0
45.0,10000.0,251.82,602.0,16449.49,6.0,Other,Employed,North,Premium,0
66.0,120064.0,268.57,558.0,6815.58,2.0,Master,Self-Employed,North,Basic,1
39.0,12242.0,515.43,717.0,82958.47,3.0,High School,Employed,North,VIP,0
22.0,22682.0,542.49,785.0,90629.47,5.0,Bachelor,Employed,South,Standard,0
